,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,deposit
6823,40,3,0,1.0,0,0.8679777142891325,0,0,0,20,1,133,2,-1,0,0
6824,44,1,1,2.0,0,-0.048845082793528595,0,0,0,13,8,788,3,363,4,0
6825,47,1,1,0.0,0,-0.41408595359615785,1,0,0,29,1,171,2,-1,0,0
6826,32,1,2,0.0,0,-0.3939325948506817,1,0,0,18,8,291,2,-1,0,0
6827,43,1,1,0.0,0,-0.4565630327981614,0,0,0,12,8,365,2,-1,0,0
6828,59,5,1,1.0,0,-0.4317588989575754,0,0,0,6,1,301,4,-1,0,0
6829,24,1,1,1.0,0,-0.09504278207162006,1,0,0,20,0,369,1,-1,0,0
6830,26,0,2,2.0,0,0.664583816796327,1,0,0,29,8,360,5,-1,0,0
6831,37,1,2,2.0,0,0.2044671340534562,0,0,0,16,8,193,8,-1,0,0
6832,27,4,2,1.0,0,-0.187438180627803,1,0,0,3,3,84,1,-1,0,0
6833,32,9,1,1.0,0,3.0702747476601644,0,0,0,12,1,141,5,-1,0,0
6834,44,1,1,0.0,0,-0.4305186922655461,1,0,0,15,8,7,9,-1,0,0
6835,34,9,0,1.0,0,-0.4655545313153739,1,0,0,26,8,133,3,-1,0,0
6836,39,4,1,2.0,0,-0.6190301094539999,1,1,0,8,1,88,2,-1,0,0
6837,30,7,2,1.0,0,-0.3381232937093631,1,0,0,18,8,98,1,178,1,0
6838,44,0,0,1.0,0,-0.48725814842588666,1,1,0,20,0,206,1,-1,0,0
6839,22,8,2,2.0,0,-0.11395593412506691,0,1,0,16,6,119,1,-1,0,0
6840,28,7,2,1.0,0,-0.3319222602492166,0,0,0,4,3,112,4,201,3,0
6841,41,1,1,0.0,0,-0.6106587142828022,1,0,0,5,8,352,1,-1,0,0
6842,30,9,1,1.0,0,0.2323717846241155,0,1,1,19,9,47,1,-1,0,0
6843,36,9,2,1.0,0,-0.47392592648657167,0,0,0,28,1,8,13,-1,0,0
6844,39,7,1,1.0,0,-0.25626965203542923,1,0,0,8,0,303,1,300,1,0
6845,38,9,2,2.0,0,-0.4525323610490662,1,0,0,13,8,253,3,-1,0,0
6846,31,7,1,1.0,0,-0.4174965219992384,0,0,0,20,1,231,2,-1,0,0
6847,29,4,1,2.0,0,-0.37532949447024216,1,0,0,18,8,1434,2,356,4,0
6848,42,1,1,0.0,0,-0.5300452793008975,1,0,0,15,8,297,3,-1,0,0
6849,27,9,2,1.0,0,-0.3930024398316597,1,0,0,29,4,236,2,247,2,0
6850,55,7,1,1.0,0,-0.3982733182727843,1,0,0,8,8,171,1,-1,0,0
6851,28,9,1,1.0,0,-0.20108045424012533,1,0,0,26,8,188,1,-1,0,0
6852,47,9,1,1.0,0,0.23392204298915212,1,0,0,21,9,170,2,-1,0,0
6853,49,9,1,1.0,0,-0.3033975063325427,1,0,0,5,6,412,2,-1,0,0
6854,38,2,1,2.0,0,1.9295946426662145,1,0,0,15,5,138,4,-1,0,0
6855,53,9,1,1.0,0,-0.4720656164485277,1,0,0,5,8,517,1,-1,0,0
6856,31,1,1,1.0,0,0.91231510352918,1,0,0,9,8,296,2,-1,0,0
6857,57,3,1,0.0,0,0.13656581766485196,0,0,0,14,1,286,3,-1,0,0
6858,36,4,2,2.0,0,-0.4060246100979674,0,0,0,3,3,22,6,196,6,0
6859,38,4,1,2.0,0,-0.4503619993380149,1,0,0,20,0,167,2,287,3,0
6860,30,0,2,1.0,0,-0.4553228261061321,0,0,0,29,4,55,2,-1,0,0
6861,36,4,2,2.0,0,-0.47144551310251304,0,0,0,29,5,858,7,-1,0,0
6862,29,7,1,1.0,0,-0.46803494469943246,1,0,0,29,5,327,6,-1,0,0
6863,32,0,1,1.0,0,5.730518102063016,0,0,0,20,0,234,1,-1,0,0
6864,48,10,1,0.0,0,-0.28541450929811785,0,0,0,30,5,362,2,-1,0,0
6865,53,5,1,0.0,0,-0.14279073971474818,0,0,0,28,4,200,1,-1,0,0
6866,35,9,1,2.0,0,-0.5573298265255422,1,1,0,14,8,344,4,-1,0,0
6867,48,4,1,2.0,0,-0.3207604000209529,0,0,0,29,1,81,8,-1,0,0
6868,31,2,2,1.0,0,-0.4246277104784069,1,0,0,21,9,66,1,182,1,0
6869,30,9,2,1.0,0,-0.7077048879340949,1,1,0,26,8,974,1,-1,0,0
6870,28,0,1,1.0,0,-0.42524781382442156,1,1,0,28,5,164,2,-1,0,0
6871,42,4,1,2.0,0,0.18028310355888483,0,1,0,31,5,106,2,-1,0,0
6872,31,3,1,0.0,0,0.33313857835149624,1,0,0,18,9,224,1,-1,0,0
6873,36,4,2,1.0,0,-0.1663546668633049,0,0,0,6,6,351,1,-1,0,0
6874,43,9,2,1.0,0,-0.2900652843932277,1,0,0,5,8,55,1,-1,0,0
6875,28,8,1,2.0,0,-0.37253902941317624,1,0,0,15,8,104,3,-1,0,0
6876,34,4,2,2.0,0,1.623883693080992,0,0,0,28,1,210,5,-1,0,0
6877,36,9,1,1.0,0,-0.3399836037474071,1,1,0,4,1,94,1,-1,0,0
6878,28,0,2,1.0,0,-0.46617463466138853,1,0,0,5,6,109,2,-1,0,0
6879,34,1,1,0.0,0,1.1690378887792454,1,0,0,26,6,75,5,-1,0,0
6880,53,0,2,1.0,0,-0.38370088964143995,0,0,0,23,5,145,1,-1,0,0
6881,52,6,1,1.0,0,-0.3136292115417844,0,0,0,26,1,77,4,-1,0,0
6882,44,10,1,0.0,0,-0.4438509142048611,1,0,0,5,6,105,3,-1,0,0
6883,58,6,1,2.0,0,0.03331861055341263,0,0,0,15,0,187,1,-1,0,0
6884,47,0,1,1.0,0,-0.1651144601712756,0,0,1,29,1,247,2,-1,0,0
6885,40,1,2,1.0,0,-0.47392592648657167,1,0,0,27,8,59,4,-1,0,0
6886,39,4,1,2.0,0,-0.25378923865137065,1,0,0,11,5,211,2,-1,0,0
6887,33,6,2,2.0,0,-0.14868172150188735,0,0,0,4,8,126,4,-1,0,0
6888,23,8,2,1.0,0,-0.30153719629449877,1,0,0,15,8,170,2,-1,0,0
6889,31,7,2,1.0,0,-0.278903424164964,1,0,1,21,8,369,2,-1,0,0
6890,39,1,1,0.0,0,-0.41625631530720913,1,0,1,16,8,208,3,-1,0,0
6891,42,4,0,2.0,0,-0.47392592648657167,0,0,1,19,8,131,2,-1,0,0
6892,46,0,1,1.0,0,-0.08202061180531241,0,0,1,28,4,100,2,-1,0,0
6893,22,8,2,1.0,0,-0.45408261941410283,0,0,0,4,6,112,1,-1,0,0
6894,50,9,1,1.0,0,0.30027310101271976,1,0,0,21,9,35,1,176,1,0
6895,50,9,2,1.0,0,-0.5040009387682822,1,0,0,8,0,425,1,306,2,0
6896,34,4,1,2.0,0,-0.4240076071323923,1,0,0,11,5,378,1,-1,0,0
6897,40,0,1,1.0,0,-0.24696810184520948,0,0,0,9,11,71,1,139,4,0
6898,39,1,1,1.0,0,-0.44478106922388305,1,1,0,19,9,181,1,-1,0,0
6899,51,1,1,2.0,0,0.2714382954230385,1,0,1,20,9,30,1,-1,0,0
6900,45,4,1,1.0,0,-0.4674148413534178,1,0,0,3,6,788,2,-1,0,0
6901,34,9,2,2.0,0,0.35019142036689915,1,0,0,31,7,265,1,230,2,0
6902,30,6,1,1.0,0,-0.43330915732261205,1,0,0,8,8,306,1,-1,0,0
6903,57,10,1,0.0,0,-0.47392592648657167,1,0,0,20,9,231,2,-1,0,0
6904,42,1,1,1.0,0,-0.36509778926100045,1,0,0,16,8,76,21,-1,0,0
6905,51,9,1,1.0,0,-0.29905678291044013,0,1,0,8,5,187,2,-1,0,0
6906,38,1,1,0.0,0,0.22058982104983713,1,0,0,19,9,551,1,183,1,0
6907,60,6,1,0.0,0,-0.4596635495282347,1,0,0,6,8,202,4,-1,0,0
6908,38,1,1,0.0,0,-0.4329991056496047,1,0,0,14,8,797,2,-1,0,0
6909,37,5,1,1.0,0,-0.45191225770305155,0,1,0,8,8,254,1,-1,0,0
6910,34,4,2,2.0,0,-0.47392592648657167,1,1,0,26,8,197,2,98,1,0
6911,39,3,1,0.0,0,-0.3911421297936158,0,0,0,9,6,1151,5,-1,0,0
6912,55,7,1,1.0,0,-0.21317246948741103,1,0,0,15,8,140,9,372,4,0
6913,48,1,1,0.0,0,-0.45811329116319804,0,1,1,9,5,76,1,-1,0,0
6914,42,1,1,0.0,0,1.92432376422509,1,0,0,13,0,166,1,144,2,0
6915,29,3,1,0.0,0,-0.34463437884251696,0,0,0,23,5,108,2,-1,0,0
6916,33,1,2,1.0,0,-0.4782666499086742,1,0,0,14,8,223,2,-1,0,0
6917,35,1,1,0.0,0,0.2981027393016685,1,0,0,18,8,170,1,180,3,0
6918,28,0,1,1.0,0,-0.47392592648657167,1,0,0,7,8,47,1,-1,0,0
6919,26,1,2,1.0,0,-0.4168764186532238,0,0,0,3,3,110,2,6,1,0
6920,40,7,2,1.0,0,5.5234035844941225,1,0,0,21,9,13,4,179,4,0
6921,42,0,1,1.0,0,-0.18030699214863455,0,0,0,30,5,158,2,-1,0,0
6922,49,1,1,1.0,0,-0.44602127591591234,1,0,0,7,8,127,1,-1,0,0
6923,32,0,2,1.0,0,2.694182068302279,1,0,0,19,9,149,2,-1,0,0
6924,33,9,1,1.0,1,-0.4516022060300442,1,0,0,6,8,623,1,-1,0,0
6925,30,9,2,1.0,0,-0.4367197257256926,1,0,0,18,8,74,1,-1,0,0
6926,20,8,2,1.0,0,-0.43361920899561934,0,0,1,4,8,75,3,-1,0,0
6927,51,1,1,1.0,0,-0.4612138078932713,1,0,1,9,5,16,43,-1,0,0
6928,38,1,2,0.0,0,-0.47392592648657167,1,0,0,7,8,350,2,-1,0,0
6929,53,9,1,2.0,0,-0.2652611505526417,1,0,0,9,5,182,1,-1,0,0
6930,34,1,0,1.0,0,-0.5145426956505312,1,0,0,7,8,132,1,356,1,0
6931,30,1,1,0.0,0,0.33437878504352553,1,0,0,28,8,158,10,-1,0,0
6932,36,10,0,1.0,0,-0.47237566812153503,1,0,0,8,5,305,1,-1,0,0
6933,36,4,1,2.0,0,-0.4667947380074032,0,0,0,26,1,133,11,-1,0,0
6934,39,1,1,1.0,0,-0.41811662534525307,1,0,0,16,0,237,1,-1,0,0
6935,33,9,2,2.0,0,-0.45284241272207354,0,0,0,14,1,96,2,-1,0,0
6936,42,4,1,2.0,0,-0.47392592648657167,0,0,0,13,1,325,2,-1,0,0
6937,30,4,2,2.0,0,-0.29874673123743284,1,0,0,26,10,104,1,-1,0,0
6938,23,9,2,1.0,0,-0.28851502602819107,0,0,0,30,0,166,1,-1,0,0
6939,37,9,2,2.0,0,0.024947215382214838,0,1,0,20,6,10,19,-1,0,0
6940,77,5,1,2.0,0,-0.149301824847902,0,0,0,30,6,108,5,-1,0,0
6941,33,9,1,2.0,0,1.2750755609477509,0,0,0,18,1,168,2,-1,0,0
6942,33,1,2,0.0,0,-0.3012271446214914,1,0,0,17,0,91,2,331,2,0
6943,40,1,2,1.0,0,-0.14341084306076282,1,0,0,21,8,171,1,-1,0,0
6944,58,5,1,1.0,0,-0.46307411793131525,0,0,0,29,5,336,7,-1,0,0
6945,29,4,2,2.0,0,-0.45718313614417605,1,1,0,26,8,257,3,-1,0,0
6946,43,4,2,2.0,0,0.08602739496465793,1,0,0,12,1,161,2,-1,0,0
6947,34,1,2,1.0,0,-0.46183391123928597,0,0,0,13,8,254,2,299,3,0
6948,38,0,0,1.0,0,-0.47392592648657167,1,0,0,21,5,93,1,-1,0,0
6949,38,0,0,1.0,0,-0.18557787058975908,1,0,0,5,8,46,1,-1,0,0
6950,40,1,1,0.0,0,-0.47392592648657167,0,0,0,24,5,313,1,-1,0,0
6951,59,4,1,2.0,0,0.38305689770567564,0,0,0,18,3,459,1,56,3,0
6952,44,0,2,1.0,0,0.9188261886623338,0,1,0,31,5,19,13,-1,0,0
6953,60,5,0,2.0,0,0.19764599724729506,0,0,0,20,6,8,9,-1,0,0
6954,37,4,2,2.0,0,-0.47392592648657167,0,0,0,20,10,107,1,258,3,0
6955,50,0,1,1.0,0,0.014405458499965778,0,0,0,17,9,407,1,-1,0,0
6956,50,4,0,2.0,0,-0.4116055402120993,1,0,0,24,5,248,1,-1,0,0
6957,35,0,1,2.0,0,-0.37532949447024216,1,1,0,1,10,142,1,-1,0,0
6958,39,4,2,2.0,0,0.04758098751174959,1,0,0,19,9,147,1,170,1,0
6959,29,6,1,2.0,0,-0.3988934216187989,1,0,0,18,5,73,4,-1,0,0
6960,34,4,0,1.0,0,-0.38370088964143995,0,0,0,7,1,91,2,-1,0,0
6961,31,9,0,1.0,0,-0.37967021789234473,0,0,0,2,3,133,2,-1,0,0
6962,51,3,1,0.0,0,-0.4404403458017805,0,0,0,16,6,278,2,-1,0,0
6963,46,1,1,0.0,0,-0.06992859655802672,0,0,0,4,1,174,1,-1,0,0
6964,27,0,2,1.0,0,-0.38339083796843265,1,0,0,12,8,53,9,362,8,0
6965,61,5,1,1.0,0,-0.4463313275889197,0,0,0,28,10,154,1,181,2,0
6966,34,0,1,2.0,0,-0.22960520815679927,1,0,0,5,3,269,1,-1,0,0
6967,30,1,2,1.0,0,-0.2962663178533742,1,0,0,12,8,116,2,-1,0,0
6968,58,4,1,2.0,0,-0.06527782146291683,0,0,0,16,5,184,1,179,5,0
6969,30,9,2,1.0,0,-0.4271081238624655,0,0,0,3,3,276,2,-1,0,0
6970,50,1,1,0.0,0,-0.4853978383878427,1,0,0,12,8,78,3,-1,0,0
6971,30,1,2,1.0,0,-0.31207895317674783,0,0,0,6,3,197,3,-1,0,0
6972,43,2,1,0.0,0,0.24384369652538654,1,1,0,14,8,42,1,-1,0,0
6973,35,7,0,1.0,0,-0.6965430277058312,1,0,0,21,9,47,1,-1,0,0
6974,36,4,2,2.0,0,-0.4726857197945423,1,0,0,7,5,529,1,61,3,0
6975,46,2,1,2.0,0,-0.48725814842588666,0,0,0,12,8,138,8,-1,0,0
6976,46,0,2,1.0,0,-0.2891351293742057,1,0,0,20,0,138,3,-1,0,0
6977,29,10,2,1.0,0,-0.26619130557166365,1,0,0,26,11,6,1,-1,0,0
6978,48,1,1,0.0,0,-0.34060370709342175,0,0,0,14,8,340,3,371,8,0
6979,50,4,0,2.0,0,-0.4553228261061321,0,0,0,19,1,255,2,-1,0,0
6980,53,0,0,1.0,0,-0.47392592648657167,1,1,0,30,0,586,2,-1,0,0
6981,38,2,1,2.0,0,-0.2637108921876051,0,1,0,18,9,82,2,152,1,0
6982,27,4,1,2.0,0,-0.4246277104784069,1,0,0,25,5,295,2,-1,0,0
6983,36,9,1,1.0,0,-0.056906426291719055,1,0,0,18,9,82,1,172,3,0
6984,48,7,1,0.0,0,-0.3241709684240335,0,0,0,6,1,119,2,-1,0,0
6985,59,7,1,0.0,0,0.2835303106703242,0,0,0,20,6,8,8,-1,0,0
6986,21,8,2,2.0,0,-0.08388092184335635,0,0,0,7,5,404,1,-1,0,0
6987,56,5,0,1.0,0,-0.3533158256867221,1,0,0,18,6,379,5,-1,0,0
6988,57,0,0,1.0,0,-0.47392592648657167,0,0,0,9,11,121,2,-1,0,0
6989,41,1,1,1.0,0,0.16695088161956984,1,0,0,20,6,120,4,-1,0,0
6990,36,4,1,2.0,0,-0.37098877104813965,1,0,0,22,8,566,7,-1,0,0
6991,45,4,1,2.0,0,-0.4491217926459856,0,1,0,19,9,157,1,-1,0,0
6992,40,3,1,1.0,0,-0.44788158595395633,1,1,0,12,6,230,7,-1,0,0
6993,30,0,2,1.0,0,0.36383369397922144,1,0,0,24,5,129,2,-1,0,0
6994,75,5,0,0.0,0,11.037362537256397,0,0,0,11,3,505,1,-1,0,0
6995,35,9,2,2.0,0,-0.47392592648657167,1,0,1,28,1,46,2,-1,0,0
6996,58,0,1,1.0,0,0.08819775667570921,1,0,1,17,5,15,1,-1,0,0
6997,29,9,2,1.0,0,0.025877370401236815,1,0,0,26,8,375,2,-1,0,0
6998,54,9,2,1.0,0,-0.4125356952311212,1,1,0,17,9,120,1,171,2,0
6999,28,1,2,1.0,0,-0.13100877614046982,1,0,0,17,0,73,2,-1,0,0
7000,33,8,2,1.0,0,0.2457040065634305,0,0,0,15,0,699,2,381,2,0
7001,56,0,1,1.0,0,-0.4636942212773299,0,1,0,19,9,111,1,-1,0,0
7002,50,4,1,2.0,0,-0.44261070751283177,1,0,0,15,8,348,1,-1,0,0
7003,37,9,2,1.0,0,-0.4922189751940038,1,0,0,22,5,70,1,-1,0,0
7004,49,7,1,1.0,0,-0.32324081340501154,1,1,0,30,8,43,2,-1,0,0
7005,54,5,1,0.0,0,-0.4317588989575754,1,0,0,3,0,352,1,332,2,0
7006,40,4,1,2.0,0,-0.41408595359615785,0,0,0,18,1,105,6,-1,0,0
7007,33,9,1,1.0,0,1.1020667274096632,0,0,0,27,10,161,1,96,2,0
7008,48,4,1,1.0,0,-0.47392592648657167,1,0,0,8,8,612,1,344,1,0
7009,43,4,1,2.0,0,-0.47144551310251304,0,0,0,11,1,95,4,-1,0,0
7010,35,1,2,0.0,0,-0.4674148413534178,1,0,0,27,8,129,1,-1,0,0
7011,55,9,1,1.0,0,-0.2971964728723962,0,0,0,27,1,94,6,-1,0,0
7012,33,4,1,2.0,0,-0.27425264906985414,1,1,0,3,3,124,2,271,2,0
7013,41,9,2,2.0,0,-0.13162887948648447,0,0,0,9,6,352,1,-1,0,0
7014,57,1,1,1.0,0,1.38762431824941,1,0,0,12,1,157,6,-1,0,0
7015,50,6,1,2.0,0,-0.007918261956561647,0,0,0,27,1,128,12,-1,0,0
7016,63,9,1,1.0,0,-0.19611962747200815,1,0,0,28,4,115,3,91,4,0
7017,33,9,2,1.0,0,-0.41904678036427506,1,0,0,23,8,293,1,-1,0,0
7018,47,1,1,1.0,0,-0.2677415639367003,0,0,0,18,1,885,3,-1,0,0
7019,36,7,1,1.0,0,-0.356106290743788,1,0,0,20,8,26,1,-1,0,0
7020,23,8,2,1.0,0,-0.4271081238624655,1,0,0,9,8,97,1,-1,0,0
7021,33,9,2,2.0,0,-0.4184266770182604,1,0,0,18,9,432,2,181,4,0
7022,36,4,1,2.0,0,-0.4726857197945423,0,1,0,29,5,261,6,-1,0,0
7023,47,1,1,1.0,0,-0.4379599324177219,1,0,0,8,8,376,2,-1,0,0
7024,39,4,1,2.0,0,-0.47392592648657167,0,0,0,28,1,93,25,-1,0,0
7025,44,1,0,0.0,0,-0.49159887184798917,1,0,0,7,8,234,1,356,2,0
7026,60,5,1,0.0,0,-0.1967397308180228,1,0,0,15,8,65,7,-1,0,0
7027,42,4,1,2.0,0,-0.3257212267890701,0,1,0,8,5,165,1,-1,0,0
7028,32,9,2,1.0,0,-0.4708254097564984,0,0,0,19,1,190,2,-1,0,0
7029,33,0,1,1.0,0,-0.4646243762963519,1,0,1,5,8,125,2,-1,0,0
7030,37,4,1,2.0,0,-0.29471605948833757,1,0,0,8,1,401,4,-1,0,0
7031,33,4,2,2.0,0,0.2577960218107162,1,0,0,20,9,268,1,-1,0,0
7032,59,5,1,0.0,0,-0.48849835511791595,1,0,0,27,1,84,4,-1,0,0
7033,42,9,1,2.0,0,-0.7235175232574685,0,0,0,8,1,103,6,-1,0,0
7034,59,4,1,2.0,1,-0.23146551819484323,0,1,0,13,1,127,2,-1,0,0
7035,31,9,2,1.0,0,-0.07643968169118055,0,0,0,12,8,144,1,460,2,0
7036,50,6,2,1.0,0,-0.23642634496296042,1,0,0,7,8,253,2,304,4,0
7037,29,1,2,1.0,0,-0.36602794428002244,1,0,0,9,8,185,2,-1,0,0
7038,36,2,2,1.0,0,-0.38215063127640336,0,0,0,18,9,67,2,111,2,0
7039,33,7,1,0.0,0,-0.19239900739592022,1,1,0,14,5,184,2,-1,0,0
7040,38,0,0,1.0,0,-0.47392592648657167,0,0,0,5,6,56,1,-1,0,0
7041,33,4,2,2.0,0,1.161906700300077,0,0,0,4,9,572,1,-1,0,0
7042,36,2,2,2.0,0,-0.26991192564775157,1,0,0,16,6,61,3,-1,0,0
7043,36,4,2,2.0,0,-0.13627965458159433,1,0,0,30,8,126,1,-1,0,0
7044,44,0,1,1.0,0,-0.15085208321293864,1,0,0,18,8,136,1,-1,0,0
7045,29,1,1,0.0,0,-0.30525781637058663,0,1,0,21,5,121,4,-1,0,0
7046,44,1,1,0.0,0,-0.43237900230359005,1,0,0,7,8,378,1,-1,0,0
7047,55,4,1,2.0,0,-0.4512921543570369,1,0,0,5,8,142,2,-1,0,0
7048,38,1,2,1.0,0,3.605113883597801,1,0,0,17,0,291,4,331,1,0
7049,39,4,0,2.0,0,-0.4646243762963519,0,1,0,3,3,265,4,-1,0,0
7050,45,1,1,0.0,0,-0.4943893369050551,1,0,0,6,8,263,2,-1,0,0
7051,36,4,2,2.0,0,-0.048224979447513944,1,0,0,20,8,144,2,-1,0,0
7052,36,4,1,2.0,0,2.181356601148163,1,0,0,23,8,125,1,-1,0,0
7053,59,5,0,0.0,0,-0.44881174097297827,1,0,0,5,8,107,1,-1,0,0
7054,41,0,1,2.0,0,1.2084144512511756,1,0,0,14,8,149,2,-1,0,0
7055,29,6,2,2.0,0,-0.46896509971845446,1,0,0,6,8,43,1,-1,0,0
7056,50,4,2,2.0,0,-0.381840579603396,1,0,0,5,8,119,1,-1,0,0
7057,51,1,0,1.0,0,-0.24634799849919484,1,1,0,5,8,17,1,-1,0,0
7058,29,4,2,2.0,0,-0.004507693553481068,1,0,1,5,8,363,1,333,7,0
7059,40,9,2,1.0,0,-0.42648802051645085,0,0,0,7,1,125,2,-1,0,0
7060,36,8,1,0.0,0,0.612185084058089,0,0,0,6,6,31,1,-1,0,0
7061,49,9,1,1.0,0,-0.7371597968697908,1,1,0,27,8,197,1,-1,0,0
7062,45,9,1,1.0,0,-0.027141465683015818,1,0,0,18,9,93,1,113,2,0
7063,40,4,1,2.0,0,0.2971725842826465,0,0,0,30,0,126,1,-1,0,0
7064,31,4,1,2.0,0,-0.18650802560878105,0,0,0,18,1,100,4,-1,0,0
7065,32,2,1,2.0,0,-0.28851502602819107,0,0,0,18,1,135,6,-1,0,0
7066,44,0,1,1.0,0,-0.3669580992990444,1,0,1,16,5,208,8,-1,0,0
7067,27,1,1,1.0,0,-0.41284574690412856,0,0,1,23,5,222,1,-1,0,0
7068,25,0,2,2.0,0,-0.40571455842496007,0,0,0,26,8,68,1,-1,0,0
7069,56,7,1,1.0,0,-0.47113546142950574,0,1,0,20,1,285,2,-1,0,0
7070,59,5,1,1.0,0,1.2865474728490218,1,0,0,14,8,238,2,-1,0,0
7071,31,4,2,2.0,0,-0.47392592648657167,0,0,0,25,1,9,12,-1,0,0
7072,49,0,0,1.0,0,-0.42152719374833364,1,0,0,30,8,447,1,-1,0,0
7073,50,1,0,0.0,0,-0.3536258773597294,0,0,0,5,3,701,1,-1,0,0
7074,42,1,2,0.0,1,-0.4550127744331248,0,0,0,20,6,115,1,-1,0,0
7075,37,4,1,2.0,0,1.7274409518654386,0,0,0,20,9,757,2,-1,0,0
7076,36,1,2,1.0,0,-0.4060246100979674,1,1,0,11,8,270,2,347,1,0
7077,53,1,1,1.0,0,-0.4974898536351284,0,0,0,29,4,173,1,164,4,0
7078,51,1,1,1.0,0,-0.02993193074008175,0,0,0,9,5,388,1,-1,0,0
7079,42,1,1,1.0,0,-0.20139050591313265,1,0,0,18,9,140,1,-1,0,0
7080,47,3,1,0.0,0,-0.47392592648657167,1,0,1,24,5,193,1,-1,0,0
7081,40,6,1,2.0,0,-0.009468520321598273,0,0,0,4,3,62,1,-1,0,0
7082,25,1,2,1.0,0,-0.305567868043594,1,0,0,15,8,302,1,-1,0,0
7083,36,1,1,1.0,0,0.083236929907592,1,1,0,17,9,166,1,181,2,0
7084,80,5,1,0.0,0,0.45436878249736046,0,0,0,6,1,320,1,-1,0,0
7085,60,6,1,1.0,0,0.05006140089580819,0,0,0,28,1,64,11,-1,0,0
7086,51,4,1,1.0,0,0.013785355153951127,0,0,0,28,1,72,18,-1,0,0
7087,59,3,1,2.0,0,-0.47392592648657167,0,1,0,29,5,376,2,-1,0,0
7088,80,5,1,1.0,0,-0.42028698705630435,0,0,0,2,1,87,3,-1,0,0
7089,47,0,1,1.0,0,-0.16728482188232688,0,0,0,19,6,116,1,-1,0,0
7090,36,7,1,1.0,0,-0.37005861602911766,1,0,0,9,8,339,2,-1,0,0
7091,31,1,2,1.0,1,-0.4686550480454471,1,0,0,6,8,72,1,-1,0,0
7092,33,9,1,1.0,0,-0.49686975028911373,1,0,0,25,5,198,4,-1,0,0
7093,45,7,1,1.0,0,2.1053939412613683,0,0,0,15,6,75,2,-1,0,0
7094,33,1,2,1.0,0,4.2825767891188065,0,0,0,20,0,335,1,334,3,0
7095,51,9,1,1.0,0,-0.45780323949019075,0,0,0,13,1,114,2,-1,0,0
7096,51,10,0,1.0,0,-0.4912888201749819,1,0,0,19,9,544,3,-1,0,0
7097,48,1,1,0.0,0,0.043860367435661685,0,0,0,17,6,145,1,-1,0,0
7098,34,9,2,2.0,0,-0.35920680747386124,0,0,0,11,1,116,2,-1,0,0
7099,28,4,2,2.0,0,-0.32944184686515804,1,0,0,23,5,170,2,-1,0,0
7100,33,9,2,1.0,0,0.32693754489134974,0,0,0,25,8,241,1,108,1,0
7101,36,7,1,1.0,0,-0.10899510735694971,1,1,0,3,3,50,5,-1,0,0
7102,40,6,1,1.0,0,-0.37749985618129345,1,0,0,20,8,723,2,-1,0,0
7103,34,2,1,2.0,0,-0.2128624178144037,1,0,0,6,8,141,2,-1,0,0
7104,31,9,2,2.0,0,0.3768558642455291,1,0,0,8,1,309,2,-1,0,0
7105,49,9,1,2.0,0,-0.317969934963887,0,0,0,1,5,297,2,-1,0,0
7106,35,4,2,2.0,0,-0.4547027227601175,1,0,0,5,8,214,4,15,3,0
7107,38,4,2,2.0,0,1.0270342225418905,0,0,0,22,8,580,3,-1,0,0
7108,32,9,1,1.0,0,-0.39548285321571836,1,0,0,21,9,76,1,170,3,0
7109,33,1,1,1.0,0,-0.2128624178144037,0,0,0,29,1,111,4,-1,0,0
7110,39,0,1,1.0,0,-0.35672639408980267,0,0,0,20,6,17,5,-1,0,0
7111,30,7,1,1.0,0,-0.2764230107809054,1,0,0,15,8,69,5,-1,0,0
7112,53,0,0,1.0,0,-0.5892651488452967,1,0,0,26,8,104,1,-1,0,0
7113,24,9,2,1.0,0,-0.4320689506305827,1,1,0,18,8,250,1,-1,0,0
7114,52,2,0,1.0,0,-0.4717555647755204,0,0,0,24,5,150,5,-1,0,0
7115,27,4,2,2.0,0,-0.33564288032530454,0,0,0,23,6,205,3,-1,0,0
7116,36,0,2,1.0,0,-0.06217730473284358,0,0,0,30,5,69,9,-1,0,0
7117,29,0,1,1.0,0,-0.39579290488872565,1,0,0,15,8,1223,3,371,1,0
7118,47,1,1,1.0,0,-0.435169467360656,0,0,0,8,5,210,2,-1,0,0
7119,43,1,1,1.0,0,-0.06341751142487288,1,0,1,12,8,179,5,-1,0,0
7120,48,4,0,2.0,0,-0.549578534700359,1,0,0,5,8,253,1,-1,0,0
7121,57,2,1,2.0,0,-0.27022197732075887,0,0,0,12,6,344,1,-1,0,0
7122,25,4,2,2.0,0,0.1895846537491046,0,0,0,1,10,81,1,-1,0,0
7123,43,7,0,1.0,0,1.253371943837238,0,0,0,9,6,149,1,-1,0,0
7124,50,9,1,1.0,0,-0.4419906041668171,1,0,0,12,8,79,6,-1,0,0
7125,54,9,0,2.0,0,0.18741429203805332,0,0,0,18,9,176,1,-1,0,0
7126,38,7,1,1.0,0,2.278092723126448,0,0,0,19,9,636,1,-1,0,0
7127,41,3,0,0.0,0,-0.46710478968041047,1,0,0,18,9,238,3,126,4,0
7128,35,0,1,1.0,0,0.7210132212836603,1,0,0,5,8,131,1,-1,0,0
